approved,loan_amount,income,debt_to_income_ratio,loan_to_value_ratio,loan_purpose,applicant_race-1,applicant_sex,applicant_age,property_value,occupancy_type
1,295000.0,91.0,39,80.0,1,5.0,1,<25,365000,1
1,85000.0,30.0,39,80.0,31,1.0,1,35-44,115000,1
1,525000.0,248.0,30%-<36%,75.0,1,5.0,1,55-64,705000,2
0,155000.0,112.0,20%-<30%,60.0,31,5.0,2,35-44,185000,1
1,125000.0,90.0,30%-<36%,47.0,32,5.0,1,45-54,275000,1
0,155000.0,61.0,30%-<36%,69.77,32,5.0,2,55-64,225000,1
1,325000.0,172.0,20%-<30%,80.0,1,6.0,3,25-34,405000,1
1,25000.0,80.0,40,80.005,32,6.0,3,25-34,245000,1
1,255000.0,75.0,50%-60%,94.685,1,5.0,2,45-54,265000,1
1,605000.0,265.0,20%-<30%,89.708,1,2.0,1,45-54,665000,1
0,245000.0,81.0,>60%,,1,6.0,2,25-34,255000,1
0,55000.0,85.0,36,60.056,4,6.0,3,35-44,335000,1
1,405000.0,165.0,39,90.0,1,5.0,1,25-34,445000,1
1,225000.0,54.0,44,54.0,1,5.0,2,35-44,405000,1
0,55000.0,30.0,50%-60%,,1,5.0,2,45-54,55000,1
0,325000.0,107.0,50%-60%,96.5,1,6.0,1,45-54,325000,1
0,285000.0,63.0,>60%,80.0,32,3.0,1,65-74,355000,1
1,305000.0,109.0,30%-<36%,97.0,1,5.0,1,25-34,305000,1
1,405000.0,200.0,50%-60%,77.84,4,21.0,1,45-54,1105000,1
1,175000.0,83.0,45,80.0,32,5.0,1,25-34,215000,1
0,245000.0,85.0,38,59.89,32,5.0,2,45-54,415000,1
1,305000.0,117.0,49,95.0,1,5.0,1,45-54,325000,1
1,525000.0,272.0,30%-<36%,95.0,1,5.0,1,45-54,555000,1
1,45000.0,61.0,44,79.603,4,6.0,1,35-44,185000,1
1,275000.0,88.0,30%-<36%,53.769,32,5.0,2,55-64,525000,1
1,325000.0,163.0,30%-<36%,65.988,31,23.0,2,35-44,505000,1
1,435000.0,376.0,20%-<30%,80.0,1,5.0,2,35-44,545000,1
0,125000.0,65.0,30%-<36%,,1,5.0,2,25-34,115000,1
1,335000.0,111.0,30%-<36%,77.9,32,6.0,3,35-44,435000,1
1,425000.0,125.0,20%-<30%,90.0,1,6.0,2,25-34,475000,1
0,505000.0,130.0,>60%,80.0,32,5.0,2,45-54,635000,1
0,325000.0,53.0,49,77.751,32,5.0,2,65-74,415000,1
1,65000.0,202.0,20%-<30%,79.996,2,5.0,1,35-44,465000,1
1,135000.0,47.0,30%-<36%,73.743,32,5.0,2,65-74,175000,1
1,365000.0,114.0,36,85.0,1,3.0,2,25-34,425000,1
1,245000.0,101.0,44,96.5,1,5.0,1,25-34,255000,1
1,215000.0,59.0,48,80.0,1,5.0,2,55-64,275000,1
1,295000.0,97.0,46,80.0,1,22.0,1,25-34,375000,1
1,405000.0,200.0,30%-<36%,80.0,1,5.0,1,55-64,505000,1
1,295000.0,106.0,40,95.0,1,5.0,1,25-34,315000,1
1,235000.0,105.0,20%-<30%,70.0,31,5.0,1,55-64,335000,1
0,35000.0,87.0,30%-<36%,13.0,4,6.0,1,45-54,305000,1
1,825000.0,210.0,30%-<36%,63.462,31,6.0,1,45-54,1305000,1
1,225000.0,70.0,40,96.5,1,5.0,2,25-34,235000,1
1,225000.0,74.0,41,95.0,1,6.0,2,55-64,245000,1
1,115000.0,62.0,20%-<30%,54.0,31,5.0,1,45-54,205000,1
1,125000.0,44.0,42,73.0,32,6.0,1,25-34,175000,1
1,215000.0,250.0,,,4,5.0,1,25-34,355000,3
1,105000.0,57.0,45,,1,5.0,1,45-54,105000,1
1,855000.0,1038.0,<20%,66.0,1,6.0,1,55-64,1355000,1
0,15000.0,70.0,>60%,5.0,4,5.0,1,25-34,285000,1
0,45000.0,64.0,20%-<30%,,1,5.0,2,25-34,45000,1
1,455000.0,150.0,43,52.326,31,2.0,1,45-54,865000,1
1,295000.0,114.0,30%-<36%,100.0,1,5.0,1,55-64,285000,1
1,215000.0,113.0,41,97.0,1,5.0,1,55-64,215000,1
0,235000.0,85.0,30%-<36%,62.0,31,5.0,1,35-44,375000,1
1,285000.0,79.0,42,80.0,1,5.0,1,25-34,355000,1
1,535000.0,171.0,38,79.89,1,2.0,1,25-34,665000,1
1,455000.0,105.0,50%-60%,92.679,1,3.0,1,35-44,505000,1
1,645000.0,251.0,20%-<30%,70.0,31,5.0,2,25-34,925000,1
1,205000.0,56.0,20%-<30%,90.27,1,6.0,3,25-34,225000,1
1,425000.0,147.0,30%-<36%,74.0,1,6.0,1,35-44,575000,1
1,425000.0,125.0,44,94.61,1,5.0,2,45-54,445000,1
0,75000.0,280.0,,,2,6.0,3,55-64,,1
1,275000.0,70.0,47,96.995,1,6.0,3,25-34,285000,1
1,215000.0,55.0,49,95.0,1,6.0,1,25-34,225000,1
1,145000.0,90.0,30%-<36%,96.5,1,2.0,1,35-44,145000,1
1,185000.0,119.0,20%-<30%,95.0,1,5.0,1,25-34,195000,1
0,215000.0,72.0,>60%,76.491,31,5.0,2,45-54,285000,1
1,515000.0,122.0,43,85.0,1,2.0,1,35-44,605000,3
0,425000.0,61.0,>60%,59.441,32,5.0,1,45-54,715000,1
0,165000.0,0.0,,,31,5.0,2,55-64,,1
0,25000.0,80.0,50%-60%,8.28,2,6.0,2,35-44,305000,1
1,85000.0,58.0,30%-<36%,77.778,32,5.0,1,35-44,105000,1
1,175000.0,61.0,42,85.0,1,27.0,2,55-64,215000,3
1,185000.0,89.0,30%-<36%,78.99,32,5.0,2,45-54,235000,1
1,155000.0,200.0,20%-<30%,95.0,1,5.0,2,35-44,165000,1
1,395000.0,110.0,44,95.0,1,5.0,1,25-34,415000,1
1,215000.0,67.0,50%-60%,96.5,1,3.0,1,35-44,215000,1
1,345000.0,90.0,50%-60%,97.94,1,6.0,1,35-44,335000,1
0,415000.0,136.0,20%-<30%,80.0,1,6.0,2,45-54,515000,1
0,465000.0,180.0,20%-<30%,95.0,1,2.0,1,35-44,495000,1
1,385000.0,219.0,30%-<36%,85.0,1,6.0,2,25-34,455000,1
1,535000.0,296.0,36,85.0,1,5.0,1,25-34,635000,1
1,345000.0,111.0,40,62.963,1,5.0,2,45-54,545000,1
0,635000.0,119.0,,,1,5.0,1,55-64,,1
0,135000.0,130.0,50%-60%,56.2,31,3.0,2,45-54,135000,1
1,205000.0,61.0,46,54.545,32,3.0,1,45-54,375000,1
0,55000.0,225.0,37,82.44,4,5.0,1,25-34,455000,1
1,205000.0,84.0,39,76.255,1,5.0,2,25-34,265000,1
0,75000.0,221.0,,,2,5.0,2,35-44,,1
1,445000.0,270.0,<20%,80.0,1,5.0,2,35-44,555000,1
1,105000.0,185.0,30%-<36%,75.873,32,5.0,1,55-64,595000,1
0,165000.0,15.0,>60%,,1,5.0,2,25-34,155000,1
1,215000.0,137.0,49,34.488,32,5.0,1,55-64,635000,1
0,265000.0,15.0,>60%,71.081,32,2.0,2,35-44,375000,1
1,135000.0,261.0,43,80.0,31,5.0,1,35-44,775000,1
1,285000.0,56.0,43,79.99,1,5.0,1,25-34,355000,1
1,675000.0,250.0,20%-<30%,80.0,1,5.0,2,35-44,845000,1
1,225000.0,63.0,50%-60%,96.5,1,1.0,2,25-34,225000,1
1,335000.0,785.0,39,60.0,31,5.0,1,65-74,555000,3
0,125000.0,44.0,20%-<30%,100.0,1,5.0,1,25-34,125000,1
0,185000.0,105.0,>60%,,1,5.0,1,35-44,195000,1
1,405000.0,76.0,43,80.0,1,5.0,2,25-34,505000,1
1,265000.0,68.0,44,71.233,32,5.0,1,35-44,365000,1
1,445000.0,600.0,<20%,95.0,1,2.0,1,45-54,465000,1
0,25000.0,112.0,>60%,73.82,4,6.0,2,35-44,495000,1
1,195000.0,135.0,30%-<36%,51.455,31,6.0,3,55-64,375000,1
1,305000.0,124.0,39,100.0,1,5.0,1,25-34,295000,1
1,195000.0,60.0,20%-<30%,70.0,32,5.0,2,55-64,275000,1
1,125000.0,31.0,42,71.0,32,6.0,3,65-74,175000,1
1,155000.0,75.0,20%-<30%,70.0,1,5.0,2,45-54,225000,1
1,865000.0,1300.0,<20%,75.0,1,5.0,1,25-34,1155000,1
1,185000.0,49.0,50%-60%,99.445,1,5.0,1,35-44,185000,1
1,345000.0,85.0,49,96.5,1,5.0,1,25-34,355000,1
0,45000.0,116.0,36,76.354,4,6.0,3,55-64,375000,1
1,295000.0,176.0,42,92.643,1,5.0,1,35-44,315000,1
1,225000.0,166.0,30%-<36%,90.0,1,6.0,2,45-54,255000,1
1,275000.0,115.0,39,80.0,1,5.0,2,45-54,345000,1
1,225000.0,53.0,49,57.0,32,3.0,1,35-44,405000,1
1,135000.0,120.0,41,95.0,1,5.0,1,65-74,145000,1
0,275000.0,71.0,50%-60%,96.5,1,5.0,2,25-34,275000,1
1,355000.0,89.0,42,95.0,1,5.0,1,35-44,375000,1
1,185000.0,75.0,50%-60%,100.0,1,5.0,1,25-34,185000,1
1,355000.0,86.0,50%-60%,100.43,1,3.0,2,35-44,365000,1
1,305000.0,83.0,50%-60%,84.508,1,5.0,1,45-54,355000,1
1,75000.0,42.0,38,33.041,32,5.0,1,65-74,225000,1
0,85000.0,125.0,47,72.757,2,6.0,1,45-54,185000,2
0,95000.0,161.0,,,4,5.0,1,35-44,,1
0,235000.0,137.0,44,75.0,32,6.0,1,25-34,315000,1
0,235000.0,89.0,>60%,,1,6.0,1,35-44,355000,1
1,225000.0,114.0,42,94.894,1,5.0,2,45-54,235000,1
0,65000.0,36.0,42,,1,5.0,2,55-64,75000,3
1,225000.0,271.0,<20%,80.0,4,5.0,1,45-54,275000,1
1,285000.0,245.0,30%-<36%,100.0,1,6.0,2,65-74,285000,1
0,325000.0,92.0,38,97.0,1,5.0,2,45-54,305000,1
1,345000.0,131.0,39,100.0,1,5.0,1,35-44,345000,1
1,335000.0,140.0,20%-<30%,77.24,1,3.0,1,35-44,435000,1
1,315000.0,99.0,30%-<36%,64.183,32,5.0,1,35-44,485000,1
1,475000.0,113.0,46,97.869,1,5.0,1,>74,485000,1
1,405000.0,110.0,47,53.763,1,2.0,1,35-44,745000,1
1,185000.0,80.0,36,96.5,1,5.0,2,25-34,195000,1
1,235000.0,65.0,50%-60%,97.9,1,3.0,1,55-64,245000,1
1,285000.0,195.0,36,68.46,31,6.0,3,35-44,405000,1
0,225000.0,62.0,44,105.0,32,5.0,1,35-44,215000,1
1,275000.0,65.0,47,94.906,1,5.0,1,25-34,295000,1
1,335000.0,78.0,37,90.0,1,5.0,1,25-34,375000,1
1,55000.0,200.0,48,80.0,1,6.0,3,45-54,75000,3
1,115000.0,0.0,,44.8,32,5.0,1,35-44,255000,3
1,735000.0,382.0,30%-<36%,79.999,1,5.0,1,45-54,915000,1
1,625000.0,150.0,39,96.5,1,2.0,1,25-34,645000,1
1,205000.0,255.0,50%-60%,75.0,4,21.0,1,35-44,955000,1
1,135000.0,55.0,43,71.077,32,5.0,2,55-64,185000,1
0,155000.0,91.0,20%-<30%,,1,5.0,1,25-34,145000,1
1,805000.0,195.0,39,80.0,1,6.0,3,25-34,1005000,1
1,205000.0,50.0,46,96.5,1,5.0,2,25-34,205000,1
1,105000.0,59.0,20%-<30%,44.44,4,5.0,2,45-54,225000,1
1,215000.0,70.0,50%-60%,96.5,1,5.0,1,25-34,215000,1
0,645000.0,-555.0,<20%,58.836,31,6.0,1,35-44,1105000,1
1,155000.0,122.0,20%-<30%,54.945,4,5.0,1,65-74,275000,1
1,455000.0,236.0,30%-<36%,74.38,32,5.0,1,45-54,605000,1
1,195000.0,94.0,30%-<36%,59.03,32,5.0,1,25-34,335000,1
1,325000.0,64.0,50%-60%,86.388,1,6.0,2,35-44,365000,1
0,155000.0,212.0,36,34.091,4,5.0,2,45-54,445000,1
1,425000.0,114.0,30%-<36%,100.0,1,5.0,2,35-44,405000,1
1,135000.0,0.0,,119.89,1,2.0,2,25-34,105000,3
1,355000.0,94.0,49,93.421,1,2.0,1,55-64,385000,1
1,185000.0,50.0,30%-<36%,95.0,1,5.0,2,45-54,195000,1
1,485000.0,217.0,43,80.0,1,5.0,1,55-64,605000,1
1,135000.0,72.0,41,28.58,31,6.0,1,45-54,475000,1
1,405000.0,139.0,45,95.0,1,5.0,1,25-34,425000,1
1,105000.0,169.0,20%-<30%,63.16,2,6.0,3,35-44,695000,1
1,55000.0,150.0,<20%,79.43,32,3.0,1,25-34,355000,1
1,135000.0,232.0,20%-<30%,74.44,2,5.0,1,35-44,595000,1
1,425000.0,115.0,49,80.0,1,6.0,3,45-54,535000,1
0,155000.0,164.0,20%-<30%,75.0,1,6.0,1,45-54,,1
0,105000.0,51.0,43,74.0,32,5.0,1,45-54,145000,1
0,295000.0,162.0,>60%,85.0,31,5.0,1,45-54,345000,1
1,345000.0,84.0,49,90.0,1,5.0,1,35-44,385000,1
1,175000.0,230.0,20%-<30%,75.0,1,2.0,1,25-34,235000,3
1,285000.0,75.0,49,71.82,32,5.0,1,65-74,405000,1
1,85000.0,56.0,20%-<30%,36.0,31,5.0,2,65-74,245000,1
1,275000.0,284.0,<20%,90.0,1,5.0,1,45-54,305000,2
1,645000.0,307.0,46,87.172,1,2.0,1,35-44,1025000,1
1,385000.0,188.0,50%-60%,93.6,1,2.0,1,25-34,405000,1
1,185000.0,37.0,42,90.0,1,5.0,2,35-44,215000,1
1,125000.0,42.0,45,75.0,32,6.0,3,45-54,165000,1
1,195000.0,49.0,49,52.16,32,6.0,3,35-44,375000,1
1,5000.0,29.0,46,99.45,1,5.0,2,45-54,135000,1
1,625000.0,360.0,20%-<30%,80.0,1,5.0,2,25-34,785000,1
1,375000.0,104.0,45,80.0,1,5.0,1,55-64,465000,1
1,265000.0,64.0,43,54.0,31,5.0,2,35-44,505000,1
1,155000.0,67.0,30%-<36%,62.16,31,5.0,2,45-54,255000,1
0,235000.0,117.0,30%-<36%,54.452,31,3.0,1,55-64,435000,1
1,55000.0,93.0,48,79.971,4,5.0,2,65-74,275000,1
1,485000.0,151.0,43,90.0,1,2.0,2,25-34,535000,1
1,5000.0,78.0,42,100.43,1,5.0,2,25-34,235000,1
1,355000.0,117.0,39,77.778,32,2.0,1,25-34,455000,1
1,285000.0,151.0,47,95.0,1,6.0,3,35-44,305000,1
0,255000.0,695.0,<20%,102.34,1,5.0,2,45-54,255000,1
1,125000.0,62.0,45,44.0,1,5.0,2,35-44,285000,1
1,325000.0,107.0,30%-<36%,100.0,1,5.0,1,25-34,315000,1
1,325000.0,78.0,50%-60%,96.5,1,5.0,2,25-34,325000,1
0,85000.0,47.0,Exempt,Exempt,32,5.0,1,55-64,Exempt,1
1,105000.0,501.0,<20%,80.0,1,5.0,2,25-34,425000,1
1,395000.0,159.0,44,95.0,1,3.0,1,45-54,425000,1
1,285000.0,76.0,30%-<36%,,1,6.0,3,35-44,,1
1,65000.0,94.0,30%-<36%,75.0,2,6.0,1,45-54,95000,2
1,175000.0,45.0,37,80.0,1,5.0,2,55-64,215000,2
0,265000.0,225.0,,80.0,1,5.0,1,25-34,325000,1
0,15000.0,21.0,,,2,5.0,2,25-34,,1
1,5000.0,57.0,50%-60%,100.43,1,5.0,1,25-34,195000,1
0,225000.0,95.0,50%-60%,75.0,1,2.0,1,25-34,305000,3
0,205000.0,1139.0,<20%,85.0,32,6.0,3,25-34,245000,3
1,565000.0,174.0,36,90.0,1,5.0,2,25-34,625000,1
1,95000.0,36.0,44,35.385,32,3.0,1,55-64,265000,1
1,285000.0,150.0,<20%,74.989,1,2.0,1,45-54,375000,3
1,275000.0,94.0,20%-<30%,100.0,1,5.0,1,25-34,275000,1
1,265000.0,75.0,40,,1,3.0,1,<25,275000,1
1,65000.0,64.0,<20%,,1,6.0,1,<25,65000,1
1,315000.0,157.0,39,95.0,1,3.0,2,35-44,335000,1
1,125000.0,65.0,36,60.0,32,5.0,1,>74,215000,1
1,405000.0,197.0,20%-<30%,80.0,1,5.0,1,55-64,505000,1
1,365000.0,114.0,40,96.5,1,3.0,1,25-34,375000,1
1,405000.0,161.0,20%-<30%,80.0,1,6.0,3,35-44,515000,1
1,195000.0,75.0,40,96.474,1,5.0,2,25-34,195000,1
1,215000.0,70.0,50%-60%,100.427,1,5.0,1,<25,215000,1
1,25000.0,46.0,20%-<30%,21.0,2,5.0,1,25-34,105000,1
1,215000.0,52.0,50%-60%,96.5,1,5.0,1,25-34,225000,1
0,105000.0,95.0,>60%,62.174,2,6.0,1,65-74,555000,1
1,495000.0,215.0,38,95.0,1,5.0,1,55-64,535000,1
1,55000.0,151.0,40,80.0,2,5.0,1,35-44,585000,1
0,1505000.0,1354.0,<20%,71.56,4,5.0,1,45-54,3205000,1
1,265000.0,101.0,20%-<30%,73.92,31,5.0,1,25-34,355000,1
1,255000.0,83.0,30%-<36%,45.0,1,5.0,1,35-44,575000,1
1,235000.0,89.0,41,34.691,32,5.0,1,55-64,665000,1
0,135000.0,16.0,>60%,93.0,1,5.0,2,65-74,105000,1
0,145000.0,69.0,47,,1,5.0,2,25-34,145000,1
1,125000.0,92.0,20%-<30%,35.714,32,5.0,1,55-64,355000,1
1,235000.0,177.0,20%-<30%,52.14,1,6.0,1,35-44,445000,1
1,215000.0,74.0,47,69.0,31,5.0,1,35-44,315000,1
1,175000.0,70.0,30%-<36%,97.0,1,5.0,2,25-34,185000,1
0,105000.0,58.0,41,45.241,31,5.0,1,45-54,245000,1
1,85000.0,48.0,30%-<36%,51.6129,32,6.0,2,35-44,155000,1
0,175000.0,59.0,>60%,51.611,1,5.0,1,55-64,345000,1
0,135000.0,49.0,>60%,,1,5.0,2,45-54,135000,1
1,395000.0,179.0,48,80.0,1,6.0,3,35-44,495000,1
1,185000.0,140.0,50%-60%,59.99,2,5.0,1,35-44,675000,1
1,435000.0,138.0,20%-<30%,89.625,1,27.0,1,25-34,485000,1
0,65000.0,16.0,>60%,,1,6.0,1,25-34,65000,1
0,95000.0,29.0,41,60.0,32,3.0,2,>74,135000,1
1,395000.0,96.0,45,96.5,1,3.0,2,65-74,405000,1
1,215000.0,941.0,<20%,75.0,1,5.0,1,35-44,285000,3
1,185000.0,209.0,,85.0,1,2.0,1,25-34,215000,3
1,485000.0,225.0,38,94.996,1,5.0,2,35-44,515000,1
1,25000.0,22.0,30%-<36%,16.425,32,6.0,2,55-64,125000,1
1,355000.0,600.0,<20%,89.838,1,5.0,1,25-34,1115000,1
1,65000.0,201.0,45,43.333,1,5.0,1,45-54,155000,3
1,55000.0,76.0,50%-60%,85.26,2,5.0,2,35-44,435000,1
1,255000.0,121.0,<20%,97.0,1,5.0,2,25-34,265000,1
1,105000.0,36.0,46,27.817,31,27.0,2,65-74,395000,1
1,95000.0,68.0,20%-<30%,95.0,1,6.0,3,55-64,105000,1
0,55000.0,63.0,50%-60%,,1,5.0,2,45-54,55000,1
1,175000.0,89.0,40,64.469,2,5.0,1,65-74,275000,1
1,75000.0,167.0,<20%,80.0,2,5.0,1,25-34,495000,1
1,645000.0,237.0,43,91.513,1,5.0,1,25-34,705000,1
0,185000.0,78.0,46,,1,5.0,1,45-54,215000,1
1,45000.0,141.0,37,7.389,32,5.0,1,35-44,605000,1
1,635000.0,157.0,41,80.0,1,2.0,1,35-44,795000,1
1,215000.0,86.0,46,68.219,31,5.0,1,25-34,325000,1
0,365000.0,104.0,43,98.189,1,6.0,1,45-54,375000,1
1,255000.0,121.0,30%-<36%,62.65,32,5.0,1,35-44,405000,1
1,305000.0,180.0,40,85.88,1,5.0,1,45-54,355000,1
0,115000.0,29.0,>60%,,1,5.0,1,<25,125000,1
1,385000.0,113.0,38,92.68,1,5.0,2,25-34,415000,1
1,165000.0,40.0,46,99.446,1,5.0,1,35-44,165000,1
1,265000.0,98.0,48,80.0,32,5.0,1,55-64,335000,1
1,275000.0,76.0,50%-60%,96.5,1,5.0,1,25-34,285000,1
0,435000.0,130.0,43,64.918,31,6.0,1,35-44,665000,1
1,295000.0,86.0,30%-<36%,90.0,1,6.0,3,25-34,325000,1
1,295000.0,104.0,45,95.0,1,1.0,2,45-54,305000,1
1,155000.0,47.0,37,86.487,1,5.0,1,<25,185000,1
1,445000.0,223.0,36,80.0,32,5.0,2,45-54,565000,1
1,205000.0,97.0,30%-<36%,38.0,31,6.0,3,35-44,555000,1
0,55000.0,33.0,36,54.262,1,5.0,1,25-34,105000,1
1,355000.0,101.0,43,89.817,1,3.0,2,45-54,385000,1
1,155000.0,56.0,42,,1,6.0,1,<25,155000,1
1,105000.0,180.0,30%-<36%,72.02,32,5.0,2,45-54,555000,1
1,2165000.0,933.0,42,74.483,31,5.0,1,45-54,2905000,1
1,75000.0,18.0,44,52.83,32,5.0,1,55-64,135000,1
0,225000.0,45.0,>60%,96.5,1,6.0,1,55-64,225000,1
1,165000.0,52.0,20%-<30%,50.0,31,5.0,1,>74,325000,1
1,605000.0,287.0,38,75.0,1,5.0,1,45-54,805000,1
1,495000.0,118.0,>60%,100.0,1,5.0,1,35-44,475000,1
1,205000.0,77.0,47,68.22,31,6.0,3,35-44,305000,1
1,175000.0,53.0,38,88.438,31,5.0,1,45-54,195000,1
1,295000.0,89.0,44,73.168,1,2.0,1,35-44,405000,1
0,425000.0,209.0,20%-<30%,75.0,32,5.0,1,35-44,565000,1
1,235000.0,43.0,50%-60%,96.5,1,3.0,1,45-54,235000,1
1,115000.0,73.0,30%-<36%,96.5,1,5.0,2,25-34,115000,1
0,115000.0,103.0,42,75.19,4,3.0,1,55-64,295000,1
1,115000.0,52.0,>60%,,1,5.0,1,35-44,115000,1
0,65000.0,42.0,50%-60%,,1,3.0,1,45-54,65000,1
1,355000.0,81.0,48,95.0,1,6.0,2,25-34,375000,1
0,65000.0,235.0,50%-60%,70.253,4,5.0,1,35-44,285000,1
1,295000.0,117.0,30%-<36%,67.6,32,5.0,1,45-54,435000,1
0,95000.0,31.0,>60%,,1,5.0,2,35-44,135000,1
1,805000.0,429.0,42,32.0,32,6.0,3,55-64,2505000,1
0,105000.0,71.0,50%-60%,53.688,2,6.0,2,55-64,595000,1
1,125000.0,64.0,30%-<36%,38.838,1,1.0,1,35-44,325000,1
1,165000.0,99.0,45,38.554,1,6.0,3,65-74,415000,1
1,425000.0,80.0,48,97.0,1,2.0,1,35-44,445000,1
1,85000.0,172.0,43,75.0,1,5.0,1,55-64,105000,3
1,165000.0,75.0,30%-<36%,37.711,32,5.0,1,45-54,455000,1
1,525000.0,449.0,30%-<36%,80.0,1,5.0,1,35-44,655000,1
1,295000.0,56.0,41,63.0,1,5.0,2,65-74,475000,1
0,185000.0,39.0,49,61.259,31,5.0,2,35-44,305000,1
1,235000.0,107.0,30%-<36%,75.0,1,6.0,3,35-44,315000,3
1,105000.0,50.0,44,66.25,1,5.0,1,55-64,165000,1
1,215000.0,137.0,,53.847,1,5.0,1,45-54,,1
0,165000.0,57.0,20%-<30%,96.5,1,5.0,1,35-44,165000,1
1,525000.0,206.0,40,56.379,32,5.0,1,45-54,925000,1
0,205000.0,40.0,50%-60%,61.515,31,5.0,1,35-44,335000,1
1,155000.0,103.0,20%-<30%,31.996,32,5.0,1,45-54,495000,1
1,505000.0,300.0,30%-<36%,95.0,1,5.0,1,45-54,535000,1
1,365000.0,86.0,50%-60%,85.87,1,3.0,2,35-44,415000,1
1,315000.0,87.0,30%-<36%,100.0,1,5.0,2,35-44,315000,1
1,285000.0,117.0,50%-60%,96.5,1,5.0,2,25-34,285000,1
1,465000.0,225.0,39,81.0,1,5.0,1,45-54,575000,1
1,275000.0,72.0,48,80.0,1,5.0,2,25-34,345000,1
1,345000.0,118.0,30%-<36%,80.0,1,5.0,1,25-34,435000,1
0,505000.0,380.0,20%-<30%,89.99,1,5.0,1,25-34,565000,1
1,65000.0,90.0,36,72.222,2,5.0,1,35-44,95000,1
0,95000.0,94.0,48,63.73,4,5.0,1,35-44,555000,1
0,65000.0,119.0,50%-60%,83.887,2,5.0,1,25-34,485000,1
1,395000.0,131.0,30%-<36%,95.0,1,5.0,1,<25,415000,1
1,5000.0,58.0,50%-60%,101.13,1,5.0,2,25-34,215000,1
1,605000.0,879.0,<20%,80.0,1,5.0,1,45-54,755000,1
1,505000.0,141.0,36,75.0,1,3.0,1,45-54,665000,1
1,695000.0,292.0,20%-<30%,79.98,1,21.0,1,25-34,865000,1
0,105000.0,102.0,>60%,61.02,4,5.0,1,65-74,935000,1
1,265000.0,96.0,30%-<36%,80.0,32,5.0,1,55-64,335000,1
0,235000.0,67.0,>60%,96.5,1,6.0,2,<25,235000,1
1,515000.0,237.0,30%-<36%,64.0,1,6.0,1,45-54,825000,1
0,105000.0,470.0,<20%,28.711,2,5.0,1,55-64,545000,1
1,45000.0,37.0,,,31,6.0,1,>74,155000,1
1,85000.0,72.0,20%-<30%,,1,6.0,1,35-44,105000,1
0,55000.0,65.0,<20%,23.62,2,5.0,1,55-64,215000,1
1,175000.0,52.0,20%-<30%,97.37,1,5.0,1,25-34,195000,1
1,255000.0,309.0,20%-<30%,78.995,1,5.0,1,45-54,325000,1
1,825000.0,360.0,39,90.0,1,3.0,1,45-54,915000,1
1,135000.0,19.0,50%-60%,65.7,32,5.0,2,>74,215000,1
1,325000.0,100.0,42,53.279,32,5.0,1,45-54,615000,1
1,245000.0,72.0,30%-<36%,97.0,1,5.0,2,25-34,255000,1
0,125000.0,97.0,30%-<36%,40.0,32,3.0,1,35-44,305000,1
1,235000.0,65.0,45,72.0,1,5.0,2,25-34,325000,1
1,315000.0,107.0,50%-60%,96.5,1,5.0,1,35-44,325000,1
1,315000.0,99.0,49,90.0,1,5.0,2,55-64,345000,1
0,565000.0,174.0,49,112.0,1,5.0,1,35-44,505000,1
1,305000.0,90.0,48,96.5,1,3.0,2,35-44,305000,1
1,55000.0,90.0,20%-<30%,80.0,1,5.0,2,45-54,65000,3
1,345000.0,77.0,49,70.0,1,5.0,2,65-74,495000,1
1,305000.0,82.0,49,35.424,32,6.0,2,55-64,865000,1
1,395000.0,123.0,37,95.0,1,2.0,1,25-34,425000,1
1,185000.0,86.0,44,101.5,1,5.0,1,45-54,185000,1
0,85000.0,31.0,>60%,,1,6.0,2,35-44,95000,1
1,325000.0,106.0,38,95.0,1,5.0,1,25-34,345000,1
1,325000.0,64.0,43,92.0,1,5.0,2,35-44,355000,1
0,85000.0,46.0,50%-60%,,1,6.0,3,55-64,95000,1
1,275000.0,69.0,50%-60%,96.5,1,3.0,1,25-34,275000,1
1,655000.0,402.0,30%-<36%,80.0,1,5.0,1,35-44,815000,1
1,125000.0,29.0,40,100.0,1,5.0,1,55-64,125000,1
1,125000.0,183.0,30%-<36%,80.0,1,6.0,2,35-44,165000,3
1,165000.0,80.0,<20%,80.0,1,5.0,1,35-44,205000,1
1,375000.0,102.0,30%-<36%,61.475,1,5.0,1,65-74,615000,1
1,185000.0,142.0,,80.0,1,5.0,1,35-44,225000,3
0,415000.0,115.0,43,95.0,1,3.0,1,45-54,435000,1
0,95000.0,89.0,30%-<36%,,1,6.0,1,45-54,75000,1
1,105000.0,49.0,<20%,54.0,31,5.0,1,>74,205000,1
1,385000.0,84.0,39,93.827,1,2.0,2,25-34,405000,1
1,375000.0,135.0,30%-<36%,94.99,1,6.0,1,25-34,395000,1
1,215000.0,102.0,20%-<30%,93.191,1,5.0,2,55-64,235000,1
1,35000.0,40.0,30%-<36%,,31,5.0,2,>74,85000,1
1,305000.0,130.0,36,75.0,32,3.0,1,35-44,405000,1
1,195000.0,51.0,44,99.446,1,5.0,2,25-34,205000,1
1,365000.0,120.0,20%-<30%,95.0,1,2.0,1,35-44,375000,1
0,45000.0,62.0,50%-60%,16.34,31,2.0,2,45-54,265000,1
1,255000.0,272.0,<20%,28.027,2,22.0,1,45-54,895000,1
